dteday,season,weathersit_x,cnt_x,Level_deman_x,hr,weathersit_y,cnt_y,Level_deman_y
2011-03-27,2,2,1693,Low,13,1,147,Medium
2011-03-27,2,2,1693,Low,14,1,164,Medium
2011-03-27,2,2,1693,Low,15,1,172,Medium
2011-03-27,2,2,1693,Low,16,1,143,Medium
2011-03-27,2,2,1693,Low,17,1,159,Medium
2011-03-27,2,2,1693,Low,18,1,137,Medium
2011-03-27,2,2,1693,Low,19,1,103,Medium
2011-03-27,2,2,1693,Low,20,1,57,Medium
2011-03-27,2,2,1693,Low,21,1,36,Low
2011-03-27,2,2,1693,Low,22,1,30,Low
2011-03-27,2,2,1693,Low,23,1,19,Low
2011-03-28,2,1,2028,Low,0,1,12,Low
2011-03-28,2,1,2028,Low,1,1,6,Low
2011-03-28,2,1,2028,Low,2,1,5,Low
2011-03-28,2,1,2028,Low,3,1,2,Low
2011-03-28,2,1,2028,Low,5,1,8,Low
2011-03-28,2,1,2028,Low,6,1,40,Low
2011-03-28,2,1,2028,Low,7,1,110,Medium
2011-03-28,2,1,2028,Low,8,1,254,Medium
2011-03-28,2,1,2028,Low,9,2,121,Medium
2011-03-28,2,1,2028,Low,10,1,69,Medium
2011-03-28,2,1,2028,Low,11,2,57,Medium
2011-03-28,2,1,2028,Low,12,2,79,Medium
2011-03-28,2,1,2028,Low,13,2,83,Medium
2011-03-28,2,1,2028,Low,14,1,80,Medium
2011-03-28,2,1,2028,Low,15,1,72,Medium
2011-03-28,2,1,2028,Low,16,1,132,Medium
2011-03-28,2,1,2028,Low,17,1,252,Medium
2011-03-28,2,1,2028,Low,18,1,241,Medium
2011-03-28,2,1,2028,Low,19,1,173,Medium
2011-03-28,2,1,2028,Low,20,1,112,Medium
2011-03-28,2,1,2028,Low,21,1,61,Medium
2011-03-28,2,1,2028,Low,22,1,40,Low
2011-03-28,2,1,2028,Low,23,1,19,Low
2011-03-29,2,1,2425,Low,0,1,16,Low
2011-03-29,2,1,2425,Low,1,1,4,Low
2011-03-29,2,1,2425,Low,2,1,3,Low
2011-03-29,2,1,2425,Low,3,1,3,Low
2011-03-29,2,1,2425,Low,4,1,2,Low
2011-03-29,2,1,2425,Low,5,1,8,Low
2011-03-29,2,1,2425,Low,6,1,50,Medium
2011-03-29,2,1,2425,Low,7,1,133,Medium
2011-03-29,2,1,2425,Low,8,1,287,High
2011-03-29,2,1,2425,Low,9,1,172,Medium
2011-03-29,2,1,2425,Low,10,1,59,Medium
2011-03-29,2,1,2425,Low,11,2,81,Medium
2011-03-29,2,1,2425,Low,12,1,106,Medium
2011-03-29,2,1,2425,Low,13,1,104,Medium
2011-03-29,2,1,2425,Low,14,1,86,Medium
2011-03-29,2,1,2425,Low,15,1,87,Medium
2011-03-29,2,1,2425,Low,16,1,136,Medium
2011-03-29,2,1,2425,Low,17,1,299,High
2011-03-29,2,1,2425,Low,18,1,294,High
2011-03-29,2,1,2425,Low,19,1,190,Medium
2011-03-29,2,1,2425,Low,20,1,132,Medium
2011-03-29,2,1,2425,Low,21,1,83,Medium
2011-03-29,2,1,2425,Low,22,1,55,Medium
2011-03-29,2,1,2425,Low,23,2,35,Low
2011-03-30,2,2,1536,Low,0,2,11,Low
2011-03-30,2,2,1536,Low,1,1,10,Low
2011-03-30,2,2,1536,Low,2,2,4,Low
2011-03-30,2,2,1536,Low,3,2,4,Low
2011-03-30,2,2,1536,Low,4,2,1,
2011-03-30,2,2,1536,Low,5,2,7,Low
2011-03-30,2,2,1536,Low,6,2,48,Medium
2011-03-30,2,2,1536,Low,7,2,136,Medium
2011-03-30,2,2,1536,Low,8,2,263,Medium
2011-03-30,2,2,1536,Low,9,2,154,Medium
2011-03-30,2,2,1536,Low,10,2,64,Medium
2011-03-30,2,2,1536,Low,11,2,90,Medium
2011-03-30,2,2,1536,Low,12,2,80,Medium
2011-03-30,2,2,1536,Low,13,2,98,Medium
2011-03-30,2,2,1536,Low,14,2,80,Medium
2011-03-30,2,2,1536,Low,15,3,70,Medium
2011-03-30,2,2,1536,Low,16,3,36,Low
2011-03-30,2,2,1536,Low,17,3,116,Medium
2011-03-30,2,2,1536,Low,18,2,85,Medium
2011-03-30,2,2,1536,Low,19,2,72,Medium
2011-03-30,2,2,1536,Low,20,3,44,Medium
2011-03-30,2,2,1536,Low,21,2,27,Low
2011-03-30,2,2,1536,Low,22,3,24,Low
2011-03-30,2,2,1536,Low,23,3,12,Low
2011-03-31,2,3,1685,Low,0,3,3,Low
2011-03-31,2,3,1685,Low,1,3,5,Low
2011-03-31,2,3,1685,Low,2,3,5,Low
2011-03-31,2,3,1685,Low,3,3,1,
2011-03-31,2,3,1685,Low,4,3,2,Low
2011-03-31,2,3,1685,Low,5,3,8,Low
2011-03-31,2,3,1685,Low,6,3,36,Low
2011-03-31,2,3,1685,Low,7,3,92,Medium
2011-03-31,2,3,1685,Low,8,2,192,Medium
2011-03-31,2,3,1685,Low,9,3,132,Medium
2011-03-31,2,3,1685,Low,10,3,69,Medium
2011-03-31,2,3,1685,Low,11,3,58,Medium
2011-03-31,2,3,1685,Low,12,3,90,Medium
2011-03-31,2,3,1685,Low,13,3,68,Medium
2011-03-31,2,3,1685,Low,14,3,76,Medium
2011-03-31,2,3,1685,Low,15,3,65,Medium
2011-03-31,2,3,1685,Low,16,2,85,Medium
2011-03-31,2,3,1685,Low,17,2,168,Medium
2011-03-31,2,3,1685,Low,18,2,177,Medium
2011-03-31,2,3,1685,Low,19,2,130,Medium
2011-03-31,2,3,1685,Low,20,3,85,Medium
2011-03-31,2,3,1685,Low,21,2,60,Medium
2011-03-31,2,3,1685,Low,22,3,51,Medium
2011-03-31,2,3,1685,Low,23,3,27,Low
2011-04-01,2,2,2227,Low,0,3,6,Low
2011-04-01,2,2,2227,Low,1,3,4,Low
2011-04-01,2,2,2227,Low,2,3,7,Low
2011-04-01,2,2,2227,Low,3,2,4,Low
2011-04-01,2,2,2227,Low,4,2,3,Low
2011-04-01,2,2,2227,Low,5,3,12,Low
2011-04-01,2,2,2227,Low,6,3,28,Low
2011-04-01,2,2,2227,Low,7,3,95,Medium
2011-04-01,2,2,2227,Low,8,2,206,Medium
2011-04-01,2,2,2227,Low,9,1,173,Medium
2011-04-01,2,2,2227,Low,10,1,75,Medium
2011-04-01,2,2,2227,Low,11,1,89,Medium
2011-04-01,2,2,2227,Low,12,1,95,Medium
2011-04-01,2,2,2227,Low,13,1,110,Medium
2011-04-01,2,2,2227,Low,14,2,87,Medium
2011-04-01,2,2,2227,Low,15,1,111,Medium
2011-04-01,2,2,2227,Low,16,1,167,Medium
2011-04-01,2,2,2227,Low,17,1,281,Medium
2011-04-01,2,2,2227,Low,18,1,241,Medium
2011-04-01,2,2,2227,Low,19,1,136,Medium
2011-04-01,2,2,2227,Low,20,1,77,Medium
2011-04-01,2,2,2227,Low,21,1,93,Medium
2011-04-01,2,2,2227,Low,22,1,74,Medium
2011-04-01,2,2,2227,Low,23,1,53,Medium
2011-04-02,2,2,2252,Low,0,2,32,Low
2011-04-02,2,2,2252,Low,1,1,32,Low
2011-04-02,2,2,2252,Low,2,1,21,Low
2011-04-02,2,2,2252,Low,3,1,9,Low
2011-04-02,2,2,2252,Low,4,1,5,Low
2011-04-02,2,2,2252,Low,5,2,5,Low
2011-04-02,2,2,2252,Low,6,1,12,Low
2011-04-02,2,2,2252,Low,7,2,18,Low
2011-04-02,2,2,2252,Low,8,1,55,Medium
2011-04-02,2,2,2252,Low,9,2,87,Medium
2011-04-02,2,2,2252,Low,10,2,154,Medium
2011-04-02,2,2,2252,Low,11,2,198,Medium
2011-04-02,2,2,2252,Low,12,3,184,Medium
2011-04-02,2,2,2252,Low,13,1,137,Medium
2011-04-02,2,2,2252,Low,14,3,190,Medium
2011-04-02,2,2,2252,Low,15,3,136,Medium
2011-04-02,2,2,2252,Low,16,1,196,Medium
2011-04-02,2,2,2252,Low,17,1,184,Medium
2011-04-02,2,2,2252,Low,18,1,179,Medium
2011-04-02,2,2,2252,Low,19,1,148,Medium
2011-04-02,2,2,2252,Low,20,1,85,Medium
2011-04-02,2,2,2252,Low,21,1,77,Medium
2011-04-02,2,2,2252,Low,22,1,55,Medium
2011-04-02,2,2,2252,Low,23,1,53,Medium
2011-04-03,2,1,3249,Medium,0,1,39,Low
2011-04-03,2,1,3249,Medium,1,1,34,Low
2011-04-03,2,1,3249,Medium,2,1,24,Low
2011-04-03,2,1,3249,Medium,3,1,11,Low
2011-04-03,2,1,3249,Medium,4,1,3,Low
2011-04-03,2,1,3249,Medium,5,1,5,Low
2011-04-03,2,1,3249,Medium,6,1,33,Low
2011-04-03,2,1,3249,Medium,7,1,33,Low
2011-04-03,2,1,3249,Medium,8,1,62,Medium
2011-04-03,2,1,3249,Medium,9,1,142,Medium
2011-04-03,2,1,3249,Medium,10,1,215,Medium
2011-04-03,2,1,3249,Medium,11,1,243,Medium
2011-04-03,2,1,3249,Medium,12,1,313,High
2011-04-03,2,1,3249,Medium,13,1,367,High
2011-04-03,2,1,3249,Medium,14,1,349,High
2011-04-03,2,1,3249,Medium,15,2,292,High
2011-04-03,2,1,3249,Medium,16,2,303,High
2011-04-03,2,1,3249,Medium,17,2,274,Medium
2011-04-03,2,1,3249,Medium,18,2,172,Medium
2011-04-03,2,1,3249,Medium,19,2,144,Medium
2011-04-03,2,1,3249,Medium,20,3,79,Medium
2011-04-03,2,1,3249,Medium,21,2,45,Medium
2011-04-03,2,1,3249,Medium,22,1,36,Low
2011-04-03,2,1,3249,Medium,23,1,31,Low
2011-04-04,2,1,3115,Low,0,1,6,Low
2011-04-04,2,1,3115,Low,1,1,11,Low
2011-04-04,2,1,3115,Low,2,1,2,Low
2011-04-04,2,1,3115,Low,3,1,1,
2011-04-04,2,1,3115,Low,4,1,2,Low
2011-04-04,2,1,3115,Low,5,1,7,Low
2011-04-04,2,1,3115,Low,6,1,46,Medium
2011-04-04,2,1,3115,Low,7,2,157,Medium
2011-04-04,2,1,3115,Low,8,2,339,High
2011-04-04,2,1,3115,Low,9,2,158,Medium
2011-04-04,2,1,3115,Low,10,2,90,Medium
2011-04-04,2,1,3115,Low,11,1,124,Medium
2011-04-04,2,1,3115,Low,12,1,157,Medium
2011-04-04,2,1,3115,Low,13,1,139,Medium
2011-04-04,2,1,3115,Low,14,2,123,Medium
2011-04-04,2,1,3115,Low,15,1,143,Medium
2011-04-04,2,1,3115,Low,16,1,189,Medium
2011-04-04,2,1,3115,Low,17,1,366,High
2011-04-04,2,1,3115,Low,18,2,386,High
2011-04-04,2,1,3115,Low,19,1,278,Medium
2011-04-04,2,1,3115,Low,20,2,173,Medium
2011-04-04,2,1,3115,Low,21,2,95,Medium
2011-04-04,2,1,3115,Low,22,2,75,Medium
2011-04-04,2,1,3115,Low,23,2,48,Medium
2011-04-05,2,2,1795,Low,0,1,22,Low
2011-04-05,2,2,1795,Low,1,3,15,Low
2011-04-05,2,2,1795,Low,2,2,5,Low
2011-04-05,2,2,1795,Low,3,2,4,Low
2011-04-05,2,2,1795,Low,4,3,2,Low
2011-04-05,2,2,1795,Low,5,3,5,Low
2011-04-05,2,2,1795,Low,6,2,38,Low
2011-04-05,2,2,1795,Low,7,2,134,Medium
2011-04-05,2,2,1795,Low,8,3,157,Medium
2011-04-05,2,2,1795,Low,9,3,46,Medium
2011-04-05,2,2,1795,Low,10,3,28,Low
2011-04-05,2,2,1795,Low,11,3,19,Low
2011-04-05,2,2,1795,Low,12,2,38,Low
2011-04-05,2,2,1795,Low,13,2,56,Medium
2011-04-05,2,2,1795,Low,14,2,76,Medium
2011-04-05,2,2,1795,Low,15,1,68,Medium
2011-04-05,2,2,1795,Low,16,1,130,Medium
2011-04-05,2,2,1795,Low,17,1,273,Medium
2011-04-05,2,2,1795,Low,18,1,267,Medium
2011-04-05,2,2,1795,Low,19,1,160,Medium
2011-04-05,2,2,1795,Low,20,1,91,Medium
2011-04-05,2,2,1795,Low,21,1,89,Medium
2011-04-05,2,2,1795,Low,22,1,46,Medium
2011-04-05,2,2,1795,Low,23,1,26,Low
2011-04-06,2,1,2808,Low,0,1,15,Low
2011-04-06,2,1,2808,Low,1,1,2,Low
2011-04-06,2,1,2808,Low,2,1,5,Low
2011-04-06,2,1,2808,Low,3,1,4,Low
2011-04-06,2,1,2808,Low,4,1,1,
2011-04-06,2,1,2808,Low,5,1,13,Low
2011-04-06,2,1,2808,Low,6,1,56,Medium
2011-04-06,2,1,2808,Low,7,1,133,Medium
2011-04-06,2,1,2808,Low,8,1,325,High
2011-04-06,2,1,2808,Low,9,1,165,Medium
2011-04-06,2,1,2808,Low,10,1,69,Medium
2011-04-06,2,1,2808,Low,11,1,93,Medium
2011-04-06,2,1,2808,Low,12,1,134,Medium
2011-04-06,2,1,2808,Low,13,1,112,Medium
2011-04-06,2,1,2808,Low,14,1,115,Medium
2011-04-06,2,1,2808,Low,15,1,117,Medium
2011-04-06,2,1,2808,Low,16,1,169,Medium
2011-04-06,2,1,2808,Low,17,1,356,High
2011-04-06,2,1,2808,Low,18,1,325,High
2011-04-06,2,1,2808,Low,19,1,232,Medium
2011-04-06,2,1,2808,Low,20,1,141,Medium
2011-04-06,2,1,2808,Low,21,1,102,Medium
2011-04-06,2,1,2808,Low,22,1,84,Medium
2011-04-06,2,1,2808,Low,23,1,40,Low
2011-04-07,2,1,3141,Low,0,1,20,Low
2011-04-07,2,1,3141,Low,1,1,13,Low
2011-04-07,2,1,3141,Low,2,1,7,Low
2011-04-07,2,1,3141,Low,3,1,3,Low
2011-04-07,2,1,3141,Low,4,1,1,
2011-04-07,2,1,3141,Low,5,1,6,Low
2011-04-07,2,1,3141,Low,6,1,64,Medium
2011-04-07,2,1,3141,Low,7,2,160,Medium
2011-04-07,2,1,3141,Low,8,1,314,High
2011-04-07,2,1,3141,Low,9,2,170,Medium
2011-04-07,2,1,3141,Low,10,2,95,Medium
2011-04-07,2,1,3141,Low,11,2,122,Medium
2011-04-07,2,1,3141,Low,12,2,153,Medium
2011-04-07,2,1,3141,Low,13,2,135,Medium
2011-04-07,2,1,3141,Low,14,1,157,Medium
2011-04-07,2,1,3141,Low,15,1,160,Medium
2011-04-07,2,1,3141,Low,16,1,213,Medium
2011-04-07,2,1,3141,Low,17,1,343,High
2011-04-07,2,1,3141,Low,18,1,333,High
2011-04-07,2,1,3141,Low,19,1,226,Medium
2011-04-07,2,1,3141,Low,20,1,203,Medium
2011-04-07,2,1,3141,Low,21,2,108,Medium
2011-04-07,2,1,3141,Low,22,2,81,Medium
2011-04-07,2,1,3141,Low,23,1,54,Medium
2011-04-08,2,2,1471,Low,0,2,25,Low
2011-04-08,2,2,1471,Low,1,2,9,Low
2011-04-08,2,2,1471,Low,2,3,13,Low
2011-04-08,2,2,1471,Low,3,3,1,
2011-04-08,2,2,1471,Low,4,2,1,
2011-04-08,2,2,1471,Low,5,2,9,Low
2011-04-08,2,2,1471,Low,6,2,35,Low
2011-04-08,2,2,1471,Low,7,3,113,Medium
2011-04-08,2,2,1471,Low,8,3,221,Medium
2011-04-08,2,2,1471,Low,9,2,185,Medium
2011-04-08,2,2,1471,Low,10,2,73,Medium
2011-04-08,2,2,1471,Low,11,2,98,Medium
2011-04-08,2,2,1471,Low,12,3,80,Medium
2011-04-08,2,2,1471,Low,13,3,42,Medium
2011-04-08,2,2,1471,Low,14,3,15,Low
2011-04-08,2,2,1471,Low,15,3,25,Low
2011-04-08,2,2,1471,Low,16,2,60,Medium
2011-04-08,2,2,1471,Low,17,3,148,Medium
2011-04-08,2,2,1471,Low,18,3,62,Medium
2011-04-08,2,2,1471,Low,19,3,53,Medium
2011-04-08,2,2,1471,Low,20,2,63,Medium
2011-04-08,2,2,1471,Low,21,2,54,Medium
2011-04-08,2,2,1471,Low,22,2,51,Medium
2011-04-08,2,2,1471,Low,23,2,35,Low
2011-04-09,2,2,2455,Low,0,2,31,Low
2011-04-09,2,2,2455,Low,1,2,20,Low
2011-04-09,2,2,2455,Low,2,2,17,Low
2011-04-09,2,2,2455,Low,3,3,14,Low
2011-04-09,2,2,2455,Low,4,3,3,Low
2011-04-09,2,2,2455,Low,5,2,5,Low
2011-04-09,2,2,2455,Low,6,2,13,Low
2011-04-09,2,2,2455,Low,7,2,21,Low
2011-04-09,2,2,2455,Low,8,2,54,Medium
2011-04-09,2,2,2455,Low,9,2,98,Medium
2011-04-09,2,2,2455,Low,10,2,133,Medium
2011-04-09,2,2,2455,Low,11,2,142,Medium
2011-04-09,2,2,2455,Low,12,2,202,Medium
2011-04-09,2,2,2455,Low,13,2,222,Medium
2011-04-09,2,2,2455,Low,14,2,212,Medium
2011-04-09,2,2,2455,Low,15,2,201,Medium
2011-04-09,2,2,2455,Low,16,2,191,Medium
2011-04-09,2,2,2455,Low,17,2,257,Medium
2011-04-09,2,2,2455,Low,18,2,177,Medium
2011-04-09,2,2,2455,Low,19,2,130,Medium
2011-04-09,2,2,2455,Low,20,2,93,Medium
2011-04-09,2,2,2455,Low,21,2,75,Medium
2011-04-09,2,2,2455,Low,22,2,87,Medium
2011-04-09,2,2,2455,Low,23,2,57,Medium
2011-04-10,2,2,2895,Low,0,2,53,Medium
2011-04-10,2,2,2895,Low,1,2,37,Low
2011-04-10,2,2,2895,Low,2,2,36,Low
2011-04-10,2,2,2895,Low,3,2,16,Low
2011-04-10,2,2,2895,Low,4,2,5,Low
2011-04-10,2,2,2895,Low,5,2,4,Low
2011-04-10,2,2,2895,Low,6,2,4,Low
2011-04-10,2,2,2895,Low,7,2,10,Low
2011-04-10,2,2,2895,Low,8,2,55,Medium
2011-04-10,2,2,2895,Low,9,2,81,Medium
2011-04-10,2,2,2895,Low,10,2,150,Medium
2011-04-10,2,2,2895,Low,11,2,202,Medium
2011-04-10,2,2,2895,Low,12,2,230,Medium
2011-04-10,2,2,2895,Low,13,1,263,Medium
2011-04-10,2,2,2895,Low,14,1,281,Medium
2011-04-10,2,2,2895,Low,15,1,297,High
2011-04-10,2,2,2895,Low,16,2,288,High
2011-04-10,2,2,2895,Low,17,2,236,Medium
2011-04-10,2,2,2895,Low,18,1,240,Medium
2011-04-10,2,2,2895,Low,19,1,131,Medium
2011-04-10,2,2,2895,Low,20,1,92,Medium
2011-04-10,2,2,2895,Low,21,1,95,Medium
2011-04-10,2,2,2895,Low,22,1,57,Medium
2011-04-10,2,2,2895,Low,23,1,32,Low
2011-04-11,2,2,3348,Medium,0,1,23,Low
2011-04-11,2,2,3348,Medium,1,1,4,Low
2011-04-11,2,2,3348,Medium,2,1,9,Low
2011-04-11,2,2,3348,Medium,4,1,1,
2011-04-11,2,2,3348,Medium,5,1,13,Low
2011-04-11,2,2,3348,Medium,6,2,61,Medium
2011-04-11,2,2,3348,Medium,7,2,176,Medium
2011-04-11,2,2,3348,Medium,8,2,314,High
2011-04-11,2,2,3348,Medium,9,2,165,Medium
2011-04-11,2,2,3348,Medium,10,2,96,Medium
2011-04-11,2,2,3348,Medium,11,2,104,Medium
2011-04-11,2,2,3348,Medium,12,2,134,Medium
2011-04-11,2,2,3348,Medium,13,2,139,Medium
2011-04-11,2,2,3348,Medium,14,2,145,Medium
2011-04-11,2,2,3348,Medium,15,1,141,Medium
2011-04-11,2,2,3348,Medium,16,1,235,Medium
2011-04-11,2,2,3348,Medium,17,1,452,High
2011-04-11,2,2,3348,Medium,18,1,383,High
2011-04-11,2,2,3348,Medium,19,1,284,High
2011-04-11,2,2,3348,Medium,20,1,166,Medium
2011-04-11,2,2,3348,Medium,21,1,158,Medium
2011-04-11,2,2,3348,Medium,22,2,91,Medium
2011-04-11,2,2,3348,Medium,23,3,54,Medium
2011-04-12,2,2,2034,Low,0,2,24,Low
2011-04-12,2,2,2034,Low,1,2,13,Low
2011-04-12,2,2,2034,Low,2,2,14,Low
2011-04-12,2,2,2034,Low,3,2,1,
2011-04-12,2,2,2034,Low,4,2,6,Low
2011-04-12,2,2,2034,Low,5,2,16,Low
2011-04-12,2,2,2034,Low,6,2,58,Medium
2011-04-12,2,2,2034,Low,7,2,189,Medium
2011-04-12,2,2,2034,Low,8,3,226,Medium
2011-04-12,2,2,2034,Low,9,3,54,Medium
2011-04-12,2,2,2034,Low,10,3,40,Low
2011-04-12,2,2,2034,Low,11,1,49,Medium
2011-04-12,2,2,2034,Low,12,2,92,Medium
2011-04-12,2,2,2034,Low,13,3,106,Medium
2011-04-12,2,2,2034,Low,14,2,44,Medium
2011-04-12,2,2,2034,Low,15,2,78,Medium
2011-04-12,2,2,2034,Low,16,2,99,Medium
2011-04-12,2,2,2034,Low,17,3,291,High
2011-04-12,2,2,2034,Low,18,3,224,Medium
2011-04-12,2,2,2034,Low,19,2,130,Medium
2011-04-12,2,2,2034,Low,20,2,103,Medium
2011-04-12,2,2,2034,Low,21,2,84,Medium
2011-04-12,2,2,2034,Low,22,2,54,Medium
2011-04-12,2,2,2034,Low,23,2,39,Low
2011-04-13,2,2,2162,Low,0,2,15,Low
2011-04-13,2,2,2162,Low,1,2,1,
2011-04-13,2,2,2162,Low,2,3,2,Low
2011-04-13,2,2,2162,Low,3,3,2,Low
2011-04-13,2,2,2162,Low,4,3,3,Low
2011-04-13,2,2,2162,Low,5,3,5,Low
2011-04-13,2,2,2162,Low,6,3,34,Low
2011-04-13,2,2,2162,Low,7,3,70,Medium
2011-04-13,2,2,2162,Low,8,3,164,Medium
2011-04-13,2,2,2162,Low,9,2,65,Medium
2011-04-13,2,2,2162,Low,10,2,46,Medium
2011-04-13,2,2,2162,Low,11,2,61,Medium
2011-04-13,2,2,2162,Low,12,3,95,Medium
2011-04-13,2,2,2162,Low,13,2,61,Medium
2011-04-13,2,2,2162,Low,14,2,106,Medium
2011-04-13,2,2,2162,Low,15,2,81,Medium
2011-04-13,2,2,2162,Low,16,1,142,Medium
2011-04-13,2,2,2162,Low,17,1,309,High
2011-04-13,2,2,2162,Low,18,1,321,High
2011-04-13,2,2,2162,Low,19,1,175,Medium
2011-04-13,2,2,2162,Low,20,1,126,Medium
2011-04-13,2,2,2162,Low,21,1,117,Medium
2011-04-13,2,2,2162,Low,22,1,99,Medium
2011-04-13,2,2,2162,Low,23,1,62,Medium
2011-04-14,2,1,3267,Medium,0,1,21,Low
2011-04-14,2,1,3267,Medium,1,1,10,Low
2011-04-14,2,1,3267,Medium,2,1,3,Low
2011-04-14,2,1,3267,Medium,3,1,2,Low
2011-04-14,2,1,3267,Medium,4,1,9,Low
2011-04-14,2,1,3267,Medium,5,1,14,Low
2011-04-14,2,1,3267,Medium,6,1,70,Medium
2011-04-14,2,1,3267,Medium,7,1,193,Medium
2011-04-14,2,1,3267,Medium,8,1,337,High
2011-04-14,2,1,3267,Medium,9,1,170,Medium
2011-04-14,2,1,3267,Medium,10,1,89,Medium
2011-04-14,2,1,3267,Medium,11,1,115,Medium
2011-04-14,2,1,3267,Medium,12,1,145,Medium
2011-04-14,2,1,3267,Medium,13,1,159,Medium
2011-04-14,2,1,3267,Medium,14,1,137,Medium
2011-04-14,2,1,3267,Medium,15,1,142,Medium
2011-04-14,2,1,3267,Medium,16,1,202,Medium
2011-04-14,2,1,3267,Medium,17,1,388,High
2011-04-14,2,1,3267,Medium,18,1,337,High
2011-04-14,2,1,3267,Medium,19,1,259,Medium
2011-04-14,2,1,3267,Medium,20,1,169,Medium
2011-04-14,2,1,3267,Medium,21,1,145,Medium
2011-04-14,2,1,3267,Medium,22,1,104,Medium
2011-04-14,2,1,3267,Medium,23,1,47,Medium
2011-04-15,2,1,3126,Low,0,1,27,Low
2011-04-15,2,1,3126,Low,1,1,15,Low
2011-04-15,2,1,3126,Low,2,1,18,Low
2011-04-15,2,1,3126,Low,3,1,3,Low
2011-04-15,2,1,3126,Low,4,1,3,Low
2011-04-15,2,1,3126,Low,5,1,13,Low
2011-04-15,2,1,3126,Low,6,1,47,Medium
2011-04-15,2,1,3126,Low,7,1,149,Medium
2011-04-15,2,1,3126,Low,8,1,300,High
2011-04-15,2,1,3126,Low,9,1,178,Medium
2011-04-15,2,1,3126,Low,10,1,122,Medium
2011-04-15,2,1,3126,Low,11,1,136,Medium
2011-04-15,2,1,3126,Low,12,1,200,Medium
2011-04-15,2,1,3126,Low,13,1,180,Medium
2011-04-15,2,1,3126,Low,14,1,163,Medium
2011-04-15,2,1,3126,Low,15,1,162,Medium
2011-04-15,2,1,3126,Low,16,1,243,Medium
2011-04-15,2,1,3126,Low,17,2,331,High
2011-04-15,2,1,3126,Low,18,2,263,Medium
2011-04-15,2,1,3126,Low,19,1,209,Medium
2011-04-15,2,1,3126,Low,20,2,118,Medium
2011-04-15,2,1,3126,Low,21,2,102,Medium
2011-04-15,2,1,3126,Low,22,2,80,Medium
2011-04-15,2,1,3126,Low,23,2,64,Medium
2011-04-16,2,3,795,Low,0,2,43,Medium
2011-04-16,2,3,795,Low,1,2,33,Low
2011-04-16,2,3,795,Low,2,2,24,Low
2011-04-16,2,3,795,Low,3,2,14,Low
2011-04-16,2,3,795,Low,4,2,5,Low
2011-04-16,2,3,795,Low,5,2,4,Low
2011-04-16,2,3,795,Low,6,3,10,Low
2011-04-16,2,3,795,Low,7,2,21,Low
2011-04-16,2,3,795,Low,8,3,45,Medium
2011-04-16,2,3,795,Low,9,3,29,Low
2011-04-16,2,3,795,Low,10,3,22,Low
2011-04-16,2,3,795,Low,11,3,31,Low
2011-04-16,2,3,795,Low,12,2,32,Low
2011-04-16,2,3,795,Low,13,3,58,Medium
2011-04-16,2,3,795,Low,14,3,63,Medium
2011-04-16,2,3,795,Low,15,3,78,Medium
2011-04-16,2,3,795,Low,16,3,33,Low
2011-04-16,2,3,795,Low,17,3,15,Low
2011-04-16,2,3,795,Low,18,2,38,Low
2011-04-16,2,3,795,Low,19,2,71,Medium
2011-04-16,2,3,795,Low,20,3,53,Medium
2011-04-16,2,3,795,Low,21,2,14,Low
2011-04-16,2,3,795,Low,22,3,24,Low
2011-04-16,2,3,795,Low,23,2,35,Low
2011-04-17,2,1,3744,Medium,0,2,33,Low
2011-04-17,2,1,3744,Medium,1,1,31,Low
2011-04-17,2,1,3744,Medium,2,1,29,Low
2011-04-17,2,1,3744,Medium,3,1,25,Low
2011-04-17,2,1,3744,Medium,4,1,7,Low
2011-04-17,2,1,3744,Medium,5,1,3,Low
2011-04-17,2,1,3744,Medium,6,1,8,Low
2011-04-17,2,1,3744,Medium,7,1,16,Low
2011-04-17,2,1,3744,Medium,8,1,43,Medium
2011-04-17,2,1,3744,Medium,9,1,102,Medium
2011-04-17,2,1,3744,Medium,10,1,211,Medium
2011-04-17,2,1,3744,Medium,11,1,304,High
2011-04-17,2,1,3744,Medium,12,1,354,High
2011-04-17,2,1,3744,Medium,13,1,343,High
2011-04-17,2,1,3744,Medium,14,1,361,High
2011-04-17,2,1,3744,Medium,15,1,388,High
2011-04-17,2,1,3744,Medium,16,1,343,High
2011-04-17,2,1,3744,Medium,17,1,306,High
2011-04-17,2,1,3744,Medium,18,1,277,Medium
2011-04-17,2,1,3744,Medium,19,1,210,Medium
2011-04-17,2,1,3744,Medium,20,1,141,Medium
2011-04-17,2,1,3744,Medium,21,1,83,Medium
2011-04-17,2,1,3744,Medium,22,1,70,Medium
2011-04-17,2,1,3744,Medium,23,1,56,Medium
2011-04-18,2,1,3429,Medium,0,1,39,Low
2011-04-18,2,1,3429,Medium,1,1,19,Low
2011-04-18,2,1,3429,Medium,2,1,16,Low
2011-04-18,2,1,3429,Medium,3,1,7,Low
2011-04-18,2,1,3429,Medium,4,1,6,Low
2011-04-18,2,1,3429,Medium,5,1,16,Low
2011-04-18,2,1,3429,Medium,6,1,54,Medium
2011-04-18,2,1,3429,Medium,7,1,168,Medium
2011-04-18,2,1,3429,Medium,8,1,297,High
2011-04-18,2,1,3429,Medium,9,2,169,Medium
